Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
6/30/2020,265,3,30,25,92,59,39,24,15,5,6,0,135,129,1,107,3,53,51,3,48,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,2,4,3,3,4,7,2,5,0,16,14,0,12,1,10,5,0,2
1/15/2021,1023,11,60,128,265,196,173,113,79,47,22,0,524,485,14,286,39,192,253,69,184,0,0,0,1,2,2,2,4,0,5,6,0,2,1,5,3,0,0,1,4,5,7,10,15,11,7,0,35,25,0,18,1,22,15,2,2
3/5/2020,1,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,3,4,0,0,0,3,4,0,0
3/28/2021,347,6,44,30,114,73,51,41,24,8,6,0,188,158,1,67,12,78,115,23,52,0,0,0,1,2,2,0,1,0,1,5,0,3,0,1,2,0,0,0,5,5,2,18,8,4,2,0,20,24,0,8,0,26,7,3,0
12/10/2020,1702,19,125,226,364,329,281,230,161,63,48,0,903,788,11,638,43,249,273,78,421,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,5,12,14,14,20,21,20,19,0,65,60,0,30,2,51,31,3,8
6/5/2021,62,7,10,14,13,9,7,8,7,2,2,0,33,29,0,16,1,21,11,3,10,0,0,0,1,1,2,2,1,0,3,4,0,2,0,4,1,0,0,0,0,3,1,4,1,0,1,0,7,3,0,0,0,8,2,0,0
3/2/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
8/9/2020,115,2,18,16,41,21,12,6,9,6,4,0,53,62,0,41,4,17,37,2,14,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,5,2,1,4,2,0,4,0,10,8,0,3,0,9,3,0,3
6/23/2020,233,8,28,12,72,43,37,27,16,17,9,0,116,116,1,93,7,42,49,5,37,0,0,0,0,0,3,2,3,0,3,5,0,3,0,4,1,0,0,0,3,2,6,4,4,3,6,0,19,9,0,10,0,9,4,4,1
6/9/2021,61,3,5,9,14,5,13,10,4,3,3,0,32,28,1,15,2,18,11,4,11,0,0,0,0,1,0,0,2,0,2,1,0,0,0,3,0,0,0,0,0,1,0,2,1,0,1,0,1,4,0,3,0,1,1,0,0
6/4/2021,77,5,15,18,19,8,10,6,9,4,3,0,37,40,0,17,1,31,11,3,14,0,0,0,1,1,0,1,2,0,3,2,0,1,0,3,1,0,0,1,1,0,1,4,6,2,0,0,5,10,0,2,0,10,0,1,2
4/5/2020,292,26,147,3,31,50,49,73,42,20,24,0,127,165,0,71,11,109,54,11,36,0,0,0,2,5,2,10,7,0,8,18,0,5,0,18,3,0,0,0,3,11,24,36,25,25,23,0,57,90,0,31,10,80,17,6,3
8/22/2020,191,2,17,18,59,32,28,26,16,10,2,0,96,93,2,68,4,28,55,12,24,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,3,2,3,6,0,0,12,5,0,2,0,10,4,1,0
10/14/2020,851,3,38,75,246,215,136,90,62,19,8,0,458,390,3,334,18,131,180,31,157,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,3,2,4,9,5,9,5,0,20,18,0,8,0,13,11,1,5
4/2/2021,672,2,60,83,199,138,108,82,38,17,7,0,348,324,0,169,32,128,180,32,131,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,4,5,12,10,12,10,5,0,28,32,0,16,1,30,12,1,0
9/25/2020,380,3,39,44,102,78,66,46,26,12,6,0,202,176,2,169,11,51,57,13,79,0,0,0,1,1,0,0,1,0,1,2,0,1,0,2,0,0,0,2,7,7,10,2,7,3,1,0,21,18,0,15,0,11,7,2,4
3/26/2021,591,6,38,75,213,130,68,54,34,6,11,0,285,304,2,153,23,100,184,40,91,0,0,0,0,2,2,0,2,0,4,2,0,0,1,4,1,0,0,1,7,0,8,8,5,6,3,0,17,21,0,7,1,22,7,1,0
10/26/2020,1540,8,87,193,405,302,256,181,116,66,21,0,781,755,4,522,46,251,312,69,340,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,9,6,18,17,18,14,0,35,52,0,26,3,26,22,2,8
7/23/2020,319,3,33,33,101,68,43,36,17,12,9,0,190,128,1,92,14,81,75,14,43,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,8,4,6,3,5,3,0,16,17,0,15,1,11,4,1,1
3/5/2021,290,5,26,47,77,62,38,29,23,8,6,0,149,141,0,69,19,57,79,20,46,0,0,0,0,0,1,1,3,0,3,2,0,1,0,2,2,0,0,1,2,0,3,9,7,1,3,0,14,12,0,5,2,11,7,1,0
6/7/2021,101,9,15,20,21,11,18,14,10,5,2,0,52,49,0,25,2,35,16,2,21,0,0,0,1,4,2,1,1,0,3,6,0,5,0,4,0,0,0,1,0,0,4,5,2,2,1,0,11,4,0,4,0,7,2,0,2
5/14/2021,292,6,32,68,69,55,35,28,26,7,4,0,154,136,2,61,10,102,37,9,73,0,0,0,0,0,3,2,1,0,4,2,0,3,0,2,1,0,0,1,6,3,0,8,9,3,2,0,20,12,0,8,1,15,5,0,3
9/17/2020,393,0,28,38,123,89,53,40,30,11,9,0,190,202,1,134,13,49,122,11,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,6,1,5,0,12,16,0,8,1,7,10,1,1
3/20/2020,155,0,54,2,23,22,32,30,27,15,4,0,72,83,0,20,6,78,38,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,12,16,11,2,0,19,35,0,8,1,37,7,1,0
6/24/2020,244,9,29,22,76,56,28,34,11,9,8,0,143,100,1,84,5,51,41,8,55,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,8,4,1,4,2,8,2,0,21,8,0,7,0,17,5,0,0
6/6/2021,57,7,16,10,17,8,8,6,4,3,1,0,32,25,0,10,0,23,11,2,11,0,0,0,2,1,2,2,0,0,5,2,0,3,1,3,0,0,0,0,2,2,3,5,0,4,0,0,10,6,0,3,0,10,2,0,1
11/14/2020,1400,16,112,168,320,278,239,172,126,76,21,0,713,686,1,349,42,190,347,78,394,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,5,6,14,20,21,30,13,0,51,61,0,33,2,40,23,7,7
5/9/2020,520,53,100,33,104,100,98,90,54,28,13,0,263,254,3,245,9,91,38,17,120,0,1,0,4,6,6,11,25,0,24,29,0,26,3,15,8,1,0,1,9,11,12,19,18,19,11,0,53,46,1,43,1,31,16,5,4
10/12/2020,681,4,44,69,179,119,123,91,59,31,10,0,321,355,5,206,24,90,172,44,145,0,0,0,1,1,0,2,0,0,2,2,0,3,0,1,0,0,0,0,5,3,7,9,7,9,4,0,19,25,0,11,2,15,10,0,6
6/7/2020,110,20,32,3,30,29,16,13,8,7,4,0,52,58,0,44,3,22,9,3,29,0,0,1,2,1,8,1,7,0,7,13,0,10,0,8,2,0,0,0,6,6,5,5,5,5,0,0,18,14,0,16,2,10,1,2,1
4/17/2020,776,43,149,16,129,126,143,144,119,49,50,0,384,379,13,284,23,204,118,46,101,0,0,1,2,5,7,13,15,0,14,29,0,11,2,19,11,0,0,3,6,12,19,33,31,26,19,0,67,82,0,50,7,56,18,12,6
1/25/2021,859,11,80,103,198,173,130,106,97,32,20,0,458,394,7,271,22,150,170,43,203,0,0,1,1,0,2,2,5,0,1,10,0,5,0,1,4,1,0,2,5,9,4,18,17,13,12,0,43,37,0,14,2,35,19,6,4
3/30/2021,723,3,41,93,247,142,89,77,58,12,5,0,368,350,5,139,36,145,220,36,147,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,2,3,10,8,10,5,3,0,22,19,0,11,2,21,5,0,2
11/29/2020,897,17,104,105,216,191,130,115,77,41,22,0,450,442,5,202,27,146,174,44,304,0,0,0,0,2,5,7,3,0,2,15,0,7,1,8,1,0,0,1,3,14,10,20,26,16,14,0,44,60,0,32,5,34,17,4,12
4/18/2020,534,39,163,12,89,101,96,90,81,44,21,0,244,285,5,180,18,159,60,21,96,0,0,0,3,4,8,12,12,0,20,19,0,12,5,20,2,0,0,1,7,18,19,36,39,27,16,0,62,101,0,53,4,73,22,9,2
8/8/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,81,2,66,6,39,39,7,20,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
5/20/2021,246,4,38,49,47,53,36,26,22,12,1,0,130,116,0,53,5,107,28,6,47,0,0,0,0,0,0,1,3,0,3,1,0,0,1,3,0,0,0,1,3,8,4,5,12,3,2,0,18,20,0,4,0,29,2,1,2
7/11/2020,153,2,20,8,68,22,22,13,12,8,0,0,78,75,0,34,3,41,35,13,27,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,8,1,2,1,3,4,1,0,8,12,0,4,1,13,2,0,0
12/5/2020,1207,11,92,165,271,218,170,185,118,52,28,0,611,594,2,418,30,167,219,50,323,0,0,1,1,1,1,2,5,0,5,6,0,5,0,4,2,0,0,4,7,9,5,13,27,15,12,0,49,43,0,22,5,32,23,8,2
3/15/2020,40,0,23,0,3,8,9,8,5,4,3,0,13,27,0,6,4,12,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,5,4,2,0,8,15,0,4,2,13,4,0,0
3/19/2021,433,2,33,64,140,105,48,37,21,12,6,0,215,217,1,110,25,85,112,23,78,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,4,3,3,4,7,6,5,0,18,15,0,11,0,15,5,0,2
4/6/2021,854,4,65,134,233,183,124,90,57,18,15,0,438,412,4,201,63,224,161,46,159,0,0,0,0,1,3,0,0,0,0,4,0,2,0,2,0,0,0,0,4,7,10,16,14,5,9,0,28,37,0,11,2,37,9,4,2
6/19/2020,219,15,38,28,69,38,29,24,16,9,6,0,112,104,3,90,2,50,28,10,39,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,4,4,0,19,19,0,12,0,20,5,1,0
8/13/2020,391,4,26,39,118,79,72,40,24,11,8,0,211,177,3,181,8,71,90,13,28,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,5,2,5,0,7,5,2,0,17,9,0,8,0,12,3,3,0
8/28/2020,382,4,26,66,109,61,50,47,29,15,5,0,184,198,0,165,8,67,79,14,49,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,3,1,8,2,3,4,4,0,14,12,0,9,0,12,3,2,0
6/18/2021,3,0,,0,0,1,1,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3/18/2020,162,1,40,2,31,32,40,23,18,11,5,0,80,82,0,20,8,64,62,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,6,8,9,9,6,0,12,28,0,6,3,23,7,0,1
10/15/2020,908,2,51,86,267,213,112,115,72,28,15,0,463,443,2,363,19,112,212,32,170,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,2,10,7,6,10,8,7,0,27,24,0,10,1,22,13,4,1
5/1/2020,1168,39,141,59,222,221,204,193,133,68,68,0,615,523,30,536,26,195,110,46,255,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,13,16,22,24,32,20,0,75,66,0,48,3,61,24,3,2
4/22/2020,1054,45,150,33,170,169,168,205,150,65,94,0,518,479,57,431,24,229,102,44,224,0,0,3,2,5,15,8,12,0,20,25,0,8,0,27,9,1,0,1,5,10,29,24,35,20,26,0,69,80,1,47,4,62,25,11,1
4/17/2021,433,5,62,70,95,95,78,45,24,14,12,0,234,198,1,114,20,152,62,24,61,0,0,0,2,1,1,0,1,0,1,4,0,0,1,4,0,0,0,2,7,3,11,13,6,10,10,0,35,27,0,12,1,33,9,3,4
6/17/2020,219,21,30,18,57,33,32,30,23,13,13,0,109,109,1,99,3,43,33,4,37,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,3,3,6,5,7,0,17,13,0,7,1,18,4,0,0
3/13/2020,32,0,12,0,4,13,5,5,5,0,0,0,8,24,0,4,2,5,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,0,0,6,6,0,2,0,5,5,0,0
5/15/2021,177,5,43,38,38,33,18,28,12,6,4,0,92,85,0,48,1,72,22,6,28,0,0,0,0,0,1,1,3,0,2,3,0,2,0,1,2,0,0,1,4,5,4,14,7,3,5,0,17,26,0,11,0,20,10,1,1
4/25/2021,274,11,50,40,70,71,28,36,21,8,0,0,141,131,2,55,12,107,47,15,38,0,0,0,2,3,3,3,0,0,4,7,0,3,0,7,1,0,0,3,6,11,4,10,9,5,2,0,32,18,0,11,1,23,8,3,4
3/23/2021,562,5,44,66,190,120,73,66,28,11,8,0,277,283,2,115,23,87,181,32,124,0,0,0,0,0,2,3,0,0,2,3,0,2,1,2,0,0,0,1,3,7,7,3,17,2,4,0,21,23,0,8,0,23,11,2,0
6/26/2020,219,13,31,18,61,49,29,25,17,11,9,0,121,97,1,69,5,42,42,4,57,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,9,5,5,0,11,19,1,5,2,16,4,2,2
7/27/2020,362,1,21,51,102,66,50,40,30,14,9,0,193,165,4,173,12,80,51,9,37,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,1,2,7,0,8,13,0,6,3,8,3,0,1
1/22/2021,736,12,56,102,171,143,117,98,61,30,14,0,386,349,1,229,21,139,148,48,151,0,0,0,0,2,4,4,2,0,5,7,0,4,0,4,4,0,0,2,2,8,8,7,11,7,11,0,20,36,0,14,1,20,13,5,3
1/26/2021,644,11,64,76,157,122,113,88,46,30,12,0,312,328,4,195,24,128,132,38,127,0,1,0,0,0,1,3,6,0,5,6,0,1,0,7,2,1,0,2,4,5,5,10,14,13,11,0,32,32,0,13,1,23,16,4,7
2/22/2021,390,7,30,54,90,84,57,54,32,11,8,0,198,192,0,140,12,62,86,19,71,0,0,0,2,2,1,1,1,0,3,4,0,3,0,4,0,0,0,0,1,2,4,4,9,1,9,0,11,19,0,10,0,11,9,0,0
7/4/2020,63,5,17,8,16,10,13,6,7,2,1,0,33,28,2,12,1,17,13,3,17,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,1,0,0,2,2,0,1,5,2,3,2,0,9,8,0,1,0,10,1,1,4
9/27/2020,168,1,35,15,52,32,24,22,11,9,3,0,94,74,0,51,2,27,43,10,35,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,2,7,4,10,7,1,0,21,14,0,9,1,12,8,1,4
4/29/2021,530,7,46,111,117,109,71,63,34,13,12,0,265,264,1,127,12,179,85,18,109,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,2,1,0,2,4,3,6,10,9,8,4,0,24,22,0,10,1,30,2,2,1
1/6/2021,1458,13,75,190,417,299,203,155,107,63,24,0,754,695,9,429,53,245,325,83,323,0,0,0,0,2,5,1,5,0,6,7,0,3,2,4,3,1,0,2,4,8,6,13,12,16,14,0,31,43,1,20,3,25,18,1,8
4/21/2020,871,36,170,20,148,164,159,152,108,56,64,0,436,430,5,357,13,207,119,37,138,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,17,33,36,33,35,0,72,98,0,55,4,71,28,10,2
1/29/2021,587,15,53,90,142,100,92,71,57,25,10,0,306,279,2,170,17,99,137,36,128,0,0,0,2,1,6,3,3,0,2,13,0,6,1,5,3,0,0,0,3,11,3,4,17,7,8,0,32,21,0,17,1,23,10,1,1
12/12/2020,913,21,89,110,214,177,135,124,90,45,18,0,467,444,2,289,27,136,216,33,212,0,0,0,0,2,5,5,9,0,10,11,0,3,2,9,7,0,0,1,3,6,8,19,18,21,13,0,41,47,1,16,5,42,15,3,8
6/9/2020,254,23,37,19,49,34,46,44,38,14,10,0,114,136,4,113,3,39,37,11,51,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,1,1,7,6,6,6,10,0,15,22,0,10,0,19,7,1,0
12/28/2020,1665,18,97,203,368,359,215,243,171,66,40,0,845,812,8,608,52,247,282,88,388,0,0,0,0,3,2,7,6,0,6,12,0,7,1,4,6,0,0,3,7,3,9,20,16,22,17,0,50,47,0,27,3,35,22,5,5
7/15/2020,268,7,24,30,84,51,33,34,18,12,6,0,150,118,0,97,4,84,41,11,31,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,5,2,2,3,4,4,4,0,14,10,0,9,0,9,5,1,0
4/26/2021,649,5,59,120,155,142,95,90,32,9,6,0,350,296,3,159,15,244,84,25,122,0,0,0,0,0,1,1,3,0,3,2,0,1,0,1,3,0,0,1,4,11,11,9,13,3,7,0,37,22,0,12,2,34,7,1,3
4/21/2021,654,7,68,110,160,133,105,63,44,19,20,0,345,309,0,141,28,209,119,25,132,0,1,0,1,1,2,2,0,0,2,5,0,2,0,2,2,1,0,2,8,6,8,14,16,6,8,0,37,31,0,10,4,42,8,3,1
6/13/2020,121,18,25,13,26,19,14,22,14,7,6,0,67,54,0,48,0,22,15,7,29,0,0,0,0,3,5,5,5,0,11,7,0,3,1,6,8,0,0,1,3,1,7,2,5,1,5,0,15,10,0,10,0,9,5,1,0
11/11/2020,2477,9,137,264,679,514,360,318,210,78,54,0,1298,1167,12,570,66,359,522,136,824,0,0,0,0,1,5,1,2,0,3,6,0,5,0,2,2,0,0,2,12,12,15,21,28,20,27,0,76,61,0,31,2,52,39,7,6
6/4/2020,318,15,33,27,91,63,54,40,25,10,8,0,159,156,3,146,5,64,24,9,70,0,0,2,1,0,6,4,2,0,6,9,0,6,1,8,0,0,0,0,6,1,6,5,10,3,2,0,19,14,0,12,1,10,7,1,2
10/21/2020,1180,6,71,116,381,246,175,130,84,32,16,0,612,567,1,402,26,166,280,63,243,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,3,5,12,9,7,18,9,8,0,35,36,0,23,0,27,16,2,3
6/12/2020,248,21,26,32,61,42,46,27,21,8,11,0,141,103,4,128,2,41,24,6,47,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,2,1,2,5,7,6,2,0,12,14,0,11,0,10,4,0,1
2/2/2021,646,6,51,68,158,124,104,83,64,26,19,0,314,330,2,187,24,129,167,24,115,0,0,0,0,0,3,1,2,0,3,3,0,1,0,3,2,0,0,2,7,3,7,11,7,7,7,0,31,20,0,14,1,23,10,1,2
9/8/2020,368,1,19,36,120,80,55,39,23,10,5,0,180,188,0,177,8,38,81,8,56,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,2,4,4,4,0,7,12,0,10,0,5,4,0,0
1/5/2021,1599,16,93,169,472,298,240,184,133,65,37,1,808,788,3,520,47,238,340,92,362,0,0,0,1,2,3,6,4,0,3,13,0,5,1,5,5,0,0,0,10,5,5,13,24,19,17,0,48,45,0,18,6,31,29,5,4
4/16/2021,653,5,58,109,187,124,96,66,47,13,11,0,373,279,1,164,22,211,110,22,124,0,0,0,0,1,2,0,2,0,2,3,0,1,0,2,1,0,1,0,8,5,7,12,15,8,3,0,34,24,0,12,0,34,7,1,4
4/12/2021,866,5,64,139,204,186,143,95,60,30,9,0,425,439,2,214,15,274,161,32,170,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,4,5,5,6,13,7,16,8,0,28,36,0,13,0,33,13,3,2
2/23/2021,315,11,19,31,91,63,37,49,25,12,7,0,155,158,2,79,13,68,73,14,68,0,0,0,1,2,2,3,3,0,4,7,0,3,0,4,4,0,0,0,4,1,3,4,2,3,2,0,13,6,0,3,1,8,5,1,1
7/5/2020,89,3,16,6,29,19,14,11,8,2,0,0,53,35,1,24,0,20,19,7,19,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,2,4,3,2,1,2,0,5,11,0,6,1,5,4,0,0
3/25/2021,669,3,34,73,240,159,82,58,35,17,5,0,307,359,3,138,19,120,221,38,133,0,0,0,1,0,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,5,6,5,8,5,1,0,12,22,0,7,0,16,8,2,1
8/3/2020,428,3,31,53,128,87,68,47,24,14,7,0,216,210,2,216,10,70,74,17,41,0,0,0,0,0,1,1,1,0,2,1,0,1,0,1,1,0,0,1,1,2,4,10,3,7,3,0,9,21,1,9,2,13,5,2,0
4/26/2020,434,51,132,12,84,54,96,67,57,32,32,0,228,204,2,150,18,89,61,23,93,0,1,0,4,3,13,11,19,0,22,29,0,18,2,23,8,0,0,0,11,7,22,23,28,19,22,0,58,74,0,53,2,38,28,10,1
11/3/2020,2146,13,112,262,557,450,350,266,153,65,43,0,1092,1050,4,744,60,242,473,98,529,0,0,0,0,2,5,4,2,0,2,11,0,4,0,4,5,0,0,3,10,12,13,19,23,14,18,0,54,57,1,41,5,37,17,2,10
12/21/2020,1467,26,101,173,299,271,273,193,115,84,59,0,735,723,9,444,59,230,291,76,367,0,0,0,1,2,5,8,10,0,14,12,0,9,1,10,6,0,0,1,5,9,13,20,13,19,21,0,47,54,0,21,4,42,21,5,8
1/27/2021,658,13,49,75,146,131,102,93,61,33,17,0,339,317,2,180,25,124,138,34,157,0,0,0,0,0,3,3,7,0,3,10,0,2,1,7,3,0,0,0,4,4,4,6,7,16,8,0,28,21,0,12,1,16,14,2,4
1/2/2021,1114,21,66,126,277,210,192,146,86,51,26,0,590,522,2,411,29,135,262,65,212,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,1,7,6,6,9,16,12,9,0,31,35,0,17,4,24,15,4,2
4/12/2020,340,33,137,28,32,56,54,60,46,33,31,0,142,181,17,90,7,116,56,21,50,0,0,1,2,3,11,6,10,0,16,17,0,4,1,20,8,0,0,0,3,7,16,31,30,29,21,0,56,80,1,32,4,69,25,7,0
6/29/2020,280,7,31,22,89,56,36,40,17,9,11,0,137,140,3,103,2,63,52,9,51,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
12/15/2020,1618,19,97,215,365,270,260,241,157,66,44,0,818,787,13,612,37,240,252,91,386,0,0,0,3,3,6,5,2,0,6,13,0,9,1,4,5,0,0,1,6,7,11,13,32,14,13,0,43,54,0,28,5,37,15,4,8
12/6/2020,709,26,97,71,161,128,112,99,72,48,18,0,375,331,3,176,25,128,139,25,216,0,0,0,2,2,3,8,11,0,10,16,0,9,3,6,6,1,1,2,9,5,8,13,18,20,22,0,50,47,0,29,1,41,21,2,3
4/9/2020,576,25,158,9,83,102,104,129,74,40,35,0,257,312,7,174,24,210,85,29,54,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,35,32,31,24,0,68,85,5,29,6,87,28,6,2
12/20/2020,582,29,72,62,140,116,94,70,48,31,21,0,304,277,1,155,32,103,181,23,88,0,0,0,3,3,9,9,5,0,8,21,0,12,1,10,6,0,0,3,9,5,6,14,12,14,9,0,42,30,0,17,2,31,11,3,8
11/20/2020,2303,31,130,329,531,431,372,266,192,109,73,0,1199,1099,5,738,48,336,429,100,652,0,0,0,5,2,7,3,14,0,16,15,0,13,1,10,7,0,0,6,6,6,22,20,30,18,22,0,69,59,2,29,6,59,24,6,6
8/31/2020,413,2,31,58,121,72,60,49,29,15,9,0,217,195,1,182,3,57,84,14,73,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,2,5,2,5,3,4,4,6,0,15,16,0,5,1,17,4,3,1
6/25/2020,248,11,23,22,69,65,36,21,20,11,4,0,123,125,0,85,4,60,42,8,49,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,4,6,1,0,13,10,0,6,0,13,2,1,1
11/24/2020,1926,16,127,239,445,364,325,252,163,85,52,1,1015,899,12,596,51,317,348,105,509,0,0,0,1,1,3,8,3,0,2,14,0,3,0,8,5,0,0,2,6,8,12,24,32,17,26,0,60,67,0,38,6,48,28,2,5
8/4/2020,369,2,33,50,105,69,53,39,33,16,4,0,201,163,5,169,10,70,66,16,38,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,9,7,2,0,19,14,0,10,3,15,5,0,0
11/16/2020,2558,26,160,316,600,485,456,340,204,96,61,0,1325,1222,11,900,58,366,490,123,621,0,0,1,1,4,5,8,7,0,9,17,0,15,2,5,4,0,0,0,16,8,18,20,36,35,27,0,76,84,0,46,8,67,30,7,2
4/2/2020,437,15,172,2,59,69,85,91,58,40,33,0,211,225,1,88,12,226,56,18,37,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,33,36,30,21,0,72,100,0,39,4,97,21,10,1
9/15/2020,353,1,25,54,101,67,47,42,26,13,3,0,189,164,0,157,6,47,90,12,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,5,5,6,3,0,13,12,0,9,1,9,4,0,2
3/6/2020,3,0,3,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,1,1,0,0
12/22/2020,1337,17,90,177,300,250,196,162,151,64,37,0,693,641,3,467,47,186,264,68,305,0,0,0,1,2,2,8,4,0,7,10,0,2,3,8,4,0,0,0,4,7,11,11,19,21,17,0,47,43,0,23,2,36,16,6,7
4/15/2020,630,31,149,21,92,109,109,124,86,46,43,0,304,325,1,231,21,180,66,45,87,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,31,14,0,68,81,0,49,1,68,23,6,2
